T_i,B_i
79840,31169
37306,30627
59779,92255
95086,29671
19118,68528
13402,82043
38787,16910
5055,25653
19714,19822
9627,59709
44923,22556
15937,98496
49660,75134
50249,88988
45463,75098
5027,17102
50531,96404
16239,87652
57799,10070
13610,59461
66607,10668
79108,73957
44054,91678
30996,59522
5413,80909
1146,40116
6672,39951
72080,44267
10833,92481
28203,69540
4878,49905
11950,39213
5256,61898
79798,29284
9247,51633
94457,46922
43394,57029
4117,47317
93001,35836
15900,26095
34728,82638
40838,54949
36850,28737
6132,68010
43499,23555
50323,6489
40743,45308
96046,76786
1556,8546
985,16531
65982,3729
88173,78800
98094,12693
77982,31972
48177,98407
58891,20740
49334,29066
13023,203
52083,80709
66731,55393
446,79837
60599,30766
80385,39472
77784,91488
94710,46656
17994,70795
47276,83587
8996,16625
8875,38887
34789,37373
28311,56632
45286,69365
89223,40942
94292,97870
21196,81978
9638,43358
78206,45098
10035,48870
69087,75962
47122,33949
13070,40710
54606,51826
68206,37696
19327,8291
71568,49333
67431,51854
19139,52734
81989,19906
91850,12032
11805,48458
56768,36058
36396,81431
68626,18401
30827,34335
37755,8728
72869,87358
83283,7436
96159,65428
46940,85925
62851,855
69094,81205
59830,274
79778,43005
68654,80699
29007,84986
855,73482
12059,62666
5388,10227
42829,69189
56355,6468
99254,62164
55474,68767
70910,56751
32433,60583
57502,57373
4038,96243
62812,46301
55273,76072
31719,56006
95037,9461
84788,80940
95780,83372
57840,92083
69330,96006
50771,93787
97606,36102
30519,29242
85767,96574
64469,10265
30630,71177
65846,21687
44485,51405
86092,12399
16685,4942
79472,26962
38627,83664
5763,38565
96110,65622
32174,97709
49604,62219
99230,48864
29118,67804
40743,83784
96554,40472
85509,28732
28107,32444
4032,5622
6967,90741
73813,10789
64414,48476
44660,50576
53011,57606
34805,76160
53613,48923
6805,8110
88484,56051
53264,60396
2591,84521
5822,99471
35633,97650
29920,66199
44364,29677
66789,54431
52710,13839
38219,30071
90084,48996
12609,75686
4979,97265
58946,21353
75277,18842
65980,69871
44647,17707
75999,74474
8250,94337
49643,81785
40690,96159
78856,22782
35723,18249
8439,64287
42162,68549
90277,9327
23442,5938
15878,5414
80366,47567
50752,29989
32827,14734
21178,46912
1047,40283
86131,95888
91179,83457
45428,83674
43040,54963
66713,64604
61205,27579
88314,10659
63413,8447
39464,66918
47007,45933
25591,24260
91105,71535
60553,97794
51683,35106
16451,64335
70506,97133
14739,839
91049,43058
43547,9658
20191,16605
17647,62394
7562,89428
35550,1321
32818,7338
15880,95241
15485,31033
51255,77072
50940,16629
28967,43384
67159,8489
78242,48137
55818,33272
1736,75335
56373,55015
34364,19360
61452,12218
20619,71929
3053,47863
65894,78486
92283,51314
15377,57723
88432,13036
30259,28140
27176,51368
45898,62540
68103,78418
40249,98956
25616,80197
61496,71295
39184,54244
17620,68503
84312,94754
74588,76209
90307,47477
44645,38441
51676,2437
16422,87828
33101,24065
64008,54507
44930,44395
35369,14572
615,88733
87595,30496
88254,55763
23661,5064
57100,76656
69215,87623
96951,63198
34089,10990
43384,82593
42246,22723
71889,96778
71540,30590
99622,33165
80200,12676
59245,96721
53666,20877
29401,28797
80780,62467
54740,87379
27666,27337
32201,43229
35822,5497
99144,58487
29094,93744
28562,76444
86690,35363
5547,5534
59877,87869
18523,84116
98046,39621
79117,8958
61998,18779
44083,46382
72366,53311
98489,952
43842,12477
10898,71144
74967,90748
17522,98800
82306,46074
49562,40120
82464,46170
987,54377
31012,68510
2831,14801
89733,78106
63950,3787
53436,57604
57511,53410
30247,71134
85814,62175
3823,12580
88762,83541
38555,4189
94911,72259
7888,67240
16544,48917
89405,703
85397,49596
84580,85346
3438,83617
52937,84785
17477,7247
86239,16720
21927,94714
41206,11646
89113,8522
36871,96019
57212,37545
58734,68219
41229,29081
16139,3180
50889,63568
3926,67473
95913,71446
58134,34347
5638,76514
29443,50142
22134,55459
78642,61666
24232,77878
17063,1001
66445,59497
86995,79009
24308,70729
72402,1315
46261,348
66296,38072
72842,84662
18028,99777
91838,65978
83888,90063
47894,62811
8952,58209
97364,596
86064,65678
19977,65552
58893,38972
58390,5641
33233,34106
19870,99459
49843,28362
87261,98046
13122,75627
47540,89556
25707,64791
98615,94526
81413,9759
68558,8016
48162,62761
96653,42291
63781,47852
25610,6896
69653,61080
52142,76261
87697,47337
86407,41370
39869,28264
77213,50016
45690,58892
76999,31806
55743,75718
67984,27107
91467,74872
9608,94937
94912,50687
56000,99936
93611,43232
6664,19396
93833,97539
40524,2493
96094,97790
989,75829
56862,19882
38962,36214
50077,69286
48059,81737
31399,36223
59975,25275
41173,21226
4776,82887
33983,33729
81310,10416
99958,1241
35831,36667
95479,48084
42499,41043
89253,68094
83877,74484
32425,62804
81850,78982
25392,31454
58434,33542
5034,89268
50644,55873
61447,7729
97099,9150
83260,48762
47123,70883
52800,33736
60292,14865
61816,29061
47138,37881
98830,19167
30714,16798
84630,87482
65756,97126
36390,33755
79527,79106
46509,84906
60105,98200
44999,27406
6739,31968
41310,71334
68429,41357
61272,12720
56624,38600
73150,66597
87451,87257
92752,73364
71670,95409
61495,43781
60114,80215
86424,76778
75021,12675
45226,53041
91833,69455
94279,80274
54475,10415
35484,38702
51202,56624
19997,37470
50524,44724
86987,61126
22424,79498
77833,18105
44837,99733
5279,32523
14585,9057
91590,85697
49330,50055
26092,98754
55432,88718
70405,21202
83010,93755
7382,69861
36366,57397
74090,43246
84829,77324
19411,16264
96396,58108
36645,98138
563,70739
7324,67356
27297,80230
36136,68932
94277,72556
27176,46161
64232,77261
515,80368
7552,75190
42139,67123
196,99725
93487,67223
31800,16966
33609,95082
13873,38581
94547,15806
21510,26802
77304,88764
18530,98128
11182,47805
33251,25320
93650,75718
45927,43469
27882,38211
22358,15222
11174,78307
78690,48644
32619,81452
81008,93217
25951,26654
12191,39221
62530,88051
78418,14062
5839,60167
93049,81864
94010,48559
24672,2218
85857,76864
4132,35061
21245,34048
61042,33843
85836,92782
21274,34412
5189,28826
89916,92981
36383,93922
50638,62001
88124,97425
43789,86475
97638,38468
75722,79712
245,71415
37874,64937
97683,3850
7074,553
94720,75324
7492,16785
68948,87714
23786,48980
510,93254
80255,92641
899,62138
49278,58161
34854,68063
94314,98117
54822,79736
678,46109
6738,11571
95274,33972
34886,89612
14662,30672
53059,70738
85848,20929
68833,65399
1089,9948
4659,91858
46058,20978
12541,57421
53152,79919
63721,7200
64783,67861
8803,23944
88131,81478
77946,14536
6812,69878
95211,54212
71991,23726
96184,3876
1834,84273
68152,7131
5145,2857
63946,90516
3632,78629
50393,68413
77314,84887
55882,61141
12738,80320
78133,2951
61481,82016
98508,97904
20907,86733
62683,20301
74894,7400
94437,18394
59298,43444
3052,37308
57370,8051
14263,68059
7764,39563
43339,49069
61668,75204
58150,43093
36402,57159
38935,74148
4050,28262
84241,70017
84934,96599
11207,55391
21822,38974
47598,19714
21502,74706
3290,2588
41563,21006
1086,8714
55089,79355
33921,79710
82026,932
67218,34471
69671,70268
10974,90118
32281,7310
83187,28013
73179,83120
93482,26751
87779,42881
88388,94946
13240,90154
49364,57437
81403,50233
40661,89639
13942,46277
74309,15081
12291,49297
10605,41184
82897,57163
40268,11475
44042,89160
97055,52342
46162,52692
41109,15380
3703,81199
44213,60700
1379,61758
44187,12993
15881,19424
82567,65761
22316,8464
99927,41885
78222,56078
28956,39606
14840,90593
46959,4475
96259,17502
39383,74100
88865,33853
10486,65717
32355,33967
7881,74560
33041,38162
32650,91536
56583,88141
7820,91062
72460,13033
53501,60294
19684,37041
56484,24426
47418,37511
26043,14529
55065,98001
13676,68726
86860,94039
54889,20115
68269,41869
18123,91525
31022,15197
76833,98611
52300,23516
49110,34946
47037,36202
20485,9431
9940,92950
79050,22133
25447,18008
1512,10481
44692,28293
54305,15179
75393,15364
39068,33454
91915,65778
96797,10392
41066,90072
73406,39113
54935,69846
43997,46694
38729,12594
29463,292
56640,21024
48004,69153
93308,47372
87044,68984
95924,9335
88365,27959
81156,5218
37739,11345
49780,64944
13930,91560
45355,70830
76876,4150
63104,13426
3807,84101
61275,98100
71380,36102
19408,49758
81436,73565
50257,60456
77649,27250
8451,37208
22665,72546
435,22502
35316,12142
84977,25344
39055,45824
33108,1596
67513,99245
67600,77839
251,55882
70181,81232
59863,75095
84085,60328
19748,86722
87050,46281
2085,74994
74398,56936
84372,24840
21271,87326
53219,77984
18569,30830
81794,94586
91273,24561
84175,14617
88284,25019
39849,56045
56869,73810
67139,92034
49984,46559
74091,55874
265,54353
50405,37673
692,35508
95690,80706
88517,78543
37113,32378
26108,25101
64117,19874
84930,71041
84100,45154
57325,51670
18742,19830
77775,85690
7702,11594
68040,1515
9393,45797
80038,92445
84968,29424
32624,32015
63361,12492
21746,41970
26915,61439
57078,69999
12199,21764
85482,79640
12296,99132
70224,62935
90577,28639
98990,25670
15929,27226
98293,17155
52295,58928
69598,12815
21278,13431
38295,74383
20885,14018
52531,48080
8664,56284
70965,55698
9032,79922
45887,9024
99849,54147
2606,62103
76933,81397
25138,80765
26565,56041
35428,81812
27362,87082
861,73376
35017,91776
25316,73886
45522,16154
40182,60737
57552,54201
21286,73821
8143,91072
254,50723
15157,26967
97533,93819
30606,67629
55360,37311
69985,80975
81356,81129
45859,47292
56764,30349
26209,83531
80938,25482
42349,4955
70556,66501
23168,54081
10806,66359
6790,33338
56733,15045
34027,5904
79900,67877
55038,1978
89455,374
58845,31131
33990,47441
8153,25302
83888,4724
85174,8956
77368,49808
18488,88252
90551,29546
76375,50826
39382,86202
11340,72785
9598,51200
85395,79916
83781,65085
58812,46754
82363,74296
55171,69587
38250,72694
75474,75406
85640,88203
95744,73558
88373,39916
13601,43594
17221,26756
34745,99610
5150,31042
7454,93860
82113,16590
68401,49044
41902,35088
24324,76754
14969,67656
14049,23764
31101,28278
42311,82472
64861,4556
54372,50546
69194,14213
23716,71621
33569,38497
59655,10666
88308,6941
57290,19250
69004,54974
10575,70213
38506,43258
91620,76684
12416,60578
76509,69558
98658,51074
75087,19868
49764,61407
62736,5607
665,78484
7361,6589
70937,76833
34754,25854
13056,92077
74985,7999
1858,69285
35883,10218
39431,50226
64583,39932
62029,15171
94856,25820
49803,72697
32669,97646
15316,70867
81158,16246
36324,9901
69784,51672
55211,16740
34797,62574
40204,16781
47920,5855
43607,18160
13064,46658
63639,83122
89129,19768
58737,55711
32180,80160
29834,20417
25672,89058
51439,38782
35403,41078
44967,70636
82747,82155
76904,9992
39190,94437
96737,6865
67064,9032
95529,91987
96595,92952
23775,52234
2224,39267
95104,41962
90509,90164
65111,40826
54484,69209
99107,97489
31935,31312
21728,13386
65951,38020
35106,89640
62772,61390
57222,21599
66105,17539
34206,24225
13591,10246
16761,6818
85353,67217
29546,42549
20139,90646
15335,58617
3607,53654
32713,63306
84978,26456
71893,22844
41856,5223
58135,70388
32066,15112
56362,66202
17347,47531
26264,8591
22398,28591
61589,95404
84813,85057
5069,59493
66736,22694
47317,55811
99526,91147
53275,42461
2460,42632
57890,45931
84651,6530
14741,51434
43575,72759
48639,42889
82768,46882
99763,56738
5667,96095
36106,32240
49858,72152
54334,81040
1555,54252
53975,97645
81846,68114
94528,52646
26626,44298
61607,57591
75617,70459
47634,72416
16706,48598
12820,46253
88148,9070
72313,9550
74775,87211
23998,31606
62642,12641
46887,2492
24870,41531
66294,51046
4285,52331
52118,81447
88498,22834
68986,62083
23661,98474
87455,56912
1642,6628
18052,67897
14906,52628
49561,28717
41430,42775
3011,63850
75790,61308
6491,14110
33776,46801
40945,71637
63539,11802
70902,52954
1830,80191
80557,27233
44096,42283
47757,86774
65898,62701
8480,12713
64259,74833
60034,55931
26492,59671
63610,1246
74160,32409
50598,42851
25690,63816
30702,81949
85712,95853
482,67669
28763,59175
21010,3174
44839,50750
29163,11948
26060,20741
64188,46278
63446,29350
7728,61071
30696,41743
19202,39274
49335,45653
84679,2660
77825,99327
39874,15116
97703,44242
1012,50281
5117,87154
773,91687
91545,44872
23938,70372
35081,43933
83311,36154
94137,29240
88537,67330
81224,87495
23669,86233
7834,78545
53049,87269
42037,77332
70795,20812
71023,42150
76196,11247
84826,55357
14278,21944
10603,88637
10589,23568
23280,83209
34142,28643
87439,6599
4394,27984
92160,39773
73063,39420
7003,83064
51963,24873
79701,34500
21913,17095
64620,18978
59559,89344
67965,61202
24286,44956
4871,78872
28529,22541
90253,95673
58533,80211
38921,43726
39858,90580
41559,26169
97779,18625
20477,5783
70040,68217
32242,9897
8330,98745
22810,74377
21425,2157
65601,31106
25002,59431
78158,4984
30,26072
51271,87801
61293,10977
89581,44235
52481,61528
56610,33623
48417,61429
54318,33144
30945,68182
41172,72752
77273,24242
48864,21715
92400,45904
71236,59982
32099,38640
74062,60210
85693,53206
55466,18482
92621,25687
59313,92323
29483,39869
11335,96791
95913,35538
34990,22266
37318,87674
41209,1414
59563,27746
63745,90934
52821,59201
24812,79895
78589,84825
2117,62471
21499,62613
26091,49649
72686,19726
23913,41919
11016,128
31696,91581
74139,78871
1229,72975
22941,85038
71966,58245
57479,85358
50098,69776
87075,9521
20853,14497
60376,5156
51014,95501
70391,76784
930,41284
24449,60826
33894,42700
88197,16471
14949,23971
25813,83211
43076,35292
57494,22104
86608,43729
29630,38046
53747,62288
59609,10813
26176,42936
62255,48498
27167,92910
58586,3351
58662,32220
30170,66672
23620,70099
13368,29725
80224,11920
47949,41192
86006,23016
32201,91477
15472,33824
7174,7308
65789,71546
93540,68052
85963,16390
2042,40034
96260,91796
53343,84751
8571,39245
56665,16098
61695,98143
63364,41833
15353,2506
79210,31368
23263,6912
65019,53087
55948,35873
30147,73969
7283,45692
58459,89625
93083,30022
32259,69008
63753,76089
87980,88074
96551,22980
58564,32590
53055,45106
51097,87182
83539,57154
79013,97076
50037,76136
46465,24382
22246,26306
29413,55197
82058,11196
88422,5162
78972,31581
29368,33463
45518,93772
87794,44362
41907,27181
68885,5567
71080,10692
4676,49895
7063,9990
63615,74416
37278,63639
15262,76885
54552,74114
77874,55190
85159,81351
34695,58648
65416,49163
93487,6140
17716,18387
94346,62262
22695,12948
61992,628
6916,13247
99452,5494
42737,41512
95417,83359
71843,77343
13386,68895
57022,93994
26477,74868
2929,86606
34343,464
91743,9529
64131,1169
93296,50007
56827,87010
16494,42815
7539,31140
9354,98391
96709,20229
93744,47627
63222,34199
15167,41518
55136,91596
90136,24334
97420,75031
56184,53414
9805,75040
32719,96286
70522,53004
42033,38695
70655,57787
46438,39952
27813,23573
19896,54204
28196,78637
18902,13353
98274,84081
23984,88152
41491,40236
740,34063
76409,21462
71794,78680
27348,98094
97070,63021
31074,65740
18900,94695
53899,94527
93522,86268
99830,3007
5784,45145
7900,38756
28922,10642
54491,81015
12063,88017
93725,47828
8128,52235
33404,63524
38663,66287
5216,63136
29707,60127
7051,13497
77839,53512
4778,65625
76307,47378
99261,32025
95910,12577
43240,57836
14287,33682
6342,9909
69805,95972
86373,38858
74290,35524
63707,42813
99094,33343
98887,82171
5732,35327
75079,5202
47870,10066
64682,25048
83882,83565
72560,11409
10527,75626
16028,76256
6695,69402
71836,83214
63383,50051
12029,645
64790,32558
79721,31205
92915,80849
37765,37633
3682,73450
63024,41928
44552,32552
96893,96026
52078,71224
33287,10528
48909,68212
49123,73046
33813,90610
88472,21200
7693,20855
40397,33888
4511,92845
5763,63636
68307,75622
58511,11102
5425,49786
85337,68902
46316,5953
89700,67029
99005,62484
3388,53607
31365,9067
7208,46051
82799,3655
40135,64259
96896,18300
40015,63797
48682,48261
81330,45551
51137,21309
27822,88867
19164,17093
99690,48929
70674,23654
35959,21304
48156,19620
89746,44838
28245,10929
62887,86486
58207,39822
15704,86838
56400,9274
24263,12195
89422,81650
55611,84999
26559,67135
50573,6440
76899,14058
9836,85832
48973,16532
21007,85415
39191,77541
73007,57624
9559,7462
61101,49287
77015,10316
10577,17889
5666,21214
26693,28163
37208,32608
40980,24338
14561,9453
22256,10146
20296,81401
90585,57404
6592,61324
57282,47001
86071,66357
9593,89578
76512,45814
60302,94778
50694,72843
49385,22375
29003,4741
33368,46490
9541,57766
3145,59710
79878,5777
14886,33203
74335,57771
77907,87696
60764,29635
42047,19125
77881,92837
96534,88353
26433,35923
91197,58644
82029,45815
79842,99736
80097,49062
56608,56017
48859,27863
30433,85336
99317,27557
10077,66764
95399,33830
96113,81533
26731,22585
14917,30588
80858,8126
19023,27218
31395,32677
47249,11423
70312,62860
68185,17285
23314,97342
73967,11331
84630,58749
86520,33615
4422,3196
98732,34698
32903,38289
32716,72704
63320,9724
82618,84178
32968,1552
53036,6218
94863,54466
71855,65738
4993,16414
5560,7417
93818,68367
86609,92728
31202,45101
41607,88528
63023,2485
48352,78422
44737,69154
79892,78021
8921,34709
44051,74453
34553,97530
32362,21511
13008,51154
62029,99691
83696,53108
26417,4860
86502,23541
27348,21916
29854,76770
29858,80314
14055,79694
94281,40027
1763,82446
46107,44362
70867,25428
5310,39798
15607,1382
98037,40804
7358,68957
95383,28748
52396,74728
95491,65087
94670,12744
68439,47316
19181,89714
82289,53579
16096,30822
84108,65554
39486,9582
54046,66274
27584,34582
38671,79875
37686,72220
2498,12973
57292,37780
10687,86067
17850,96945
25309,37210
82002,81830
48466,83431
24084,99419
28359,89760
63580,18526
60017,56597
7792,53432
71889,33555
69184,73131
62186,65021
89666,69932
25820,63402
54028,3621
84574,59515
89574,95384
37115,99212
15272,66237
98890,12202
7429,78932
94468,67622
17364,46089
20008,29406
21966,36610
96870,90895
62018,36842
76252,94901
83269,62355
30371,97947
54225,55284
19233,19556
48328,48082
45578,73418
71336,39350
53223,26195
84099,42366
79793,26106
75531,4
25163,60657
42424,57370
